transcript	description	eval	begin	end
MSTRG.37331.3	FAD/NAD-linked reductases, N-terminal and central domains	0.031	10	160
MSTRG.37332.7	Tandem AAA-ATPase domain	0.00011	277	481
MSTRG.37332.7	Tandem AAA-ATPase domain	2.51e-05	64	238
MSTRG.37332.7	Tandem AAA-ATPase domain	2.51e-05	383	425
MSTRG.37336.1	LDH N-terminal domain-like	0.00097	2	43
MSTRG.37342.2	Cytidylytransferase	6.23e-06	41	133
MSTRG.37342.3	Cytidylytransferase	0.00044	41	86
MSTRG.37342.4	Cytidylytransferase	0.00044	41	86
MSTRG.37347.3	Synaptotagmin-like (S variant)	0.021	3	117
MSTRG.37347.4	Synaptotagmin-like (S variant)	0.021	3	117
MSTRG.37347.5	Synaptotagmin-like (S variant)	0.021	3	117
MSTRG.37347.6	Synaptotagmin-like (S variant)	0.021	3	117
MSTRG.37395.2	D-aminoacid aminotransferase-like PLP-dependent enzymes	8.82e-10	35	381
MSTRG.37407.6	G proteins	8.61e-08	3	164
MSTRG.37429.1	HLH, helix-loop-helix DNA-binding domain	0.0044	41	75
MSTRG.37437.8	MIR domain	0.017	106	173
MSTRG.37444.1	CSE2-like	0.0088	2	125
MSTRG.37451.1	HLH, helix-loop-helix DNA-binding domain	0.002	46	116
MSTRG.37451.1	Hypoxia-inducible factor Hif2a, C-terminal domain	0.086	132	186
MSTRG.37453.14	SAM (sterile alpha motif) domain	0.01	143	218
MSTRG.37453.14	SAM (sterile alpha motif) domain	0.014	63	134
MSTRG.37453.14	SAM (sterile alpha motif) domain	0.048	223	299
MSTRG.37453.5	SAM (sterile alpha motif) domain	0.01	718	793
MSTRG.37453.5	SAM (sterile alpha motif) domain	0.014	638	709
MSTRG.37453.5	SAM (sterile alpha motif) domain	0.048	798	874
MSTRG.37453.5	MPN010-like	0.0092	99	156
MSTRG.37472.3	Tetratricopeptide repeat (TPR)	0.0018	441	530
MSTRG.37482.1	Armadillo repeat	0.0022	2	689
MSTRG.37482.2	Armadillo repeat	0.0022	2	689
MSTRG.37492.2	RUN domain	0.0014	5	91
MSTRG.37500.6	Ribosomal protein L11 methyltransferase PrmA	0.04	26	172
MSTRG.37500.8	Ribosomal protein L11 methyltransferase PrmA	0.035	27	215
MSTRG.37536.3	Nop domain	3.54e-06	87	179
MSTRG.37536.5	Nop domain	3.69e-10	87	333
MSTRG.37541.13	tRNA-intron endonuclease catalytic domain-like	0.0015	247	336
MSTRG.37541.3	tRNA-intron endonuclease catalytic domain-like	0.0015	223	312
MSTRG.37541.7	tRNA-intron endonuclease catalytic domain-like	0.0015	223	312
MSTRG.3756.2	CRAL/TRIO domain	0.00095	96	188
MSTRG.3756.2	CRAL/TRIO N-terminal domain	0.0034	6	82
MSTRG.37580.1	Synaptotagmin-like (S variant)	2.57e-05	102	233
MSTRG.37580.1	Synaptotagmin-like (S variant)	1.98e-06	240	376
MSTRG.37580.2	Synaptotagmin-like (S variant)	2.57e-05	44	175
MSTRG.37580.2	Synaptotagmin-like (S variant)	1.98e-06	182	318
MSTRG.37580.3	Synaptotagmin-like (S variant)	2.57e-05	102	233
MSTRG.37580.3	Synaptotagmin-like (S variant)	1.98e-06	240	376
MSTRG.37587.1	HspBP1 domain	1e-09	89	348
MSTRG.37587.2	HspBP1 domain	1e-09	89	348
MSTRG.37587.3	HspBP1 domain	1e-09	89	348
MSTRG.37587.4	HspBP1 domain	1e-09	89	348
MSTRG.37595.1	Cytochrome c oxidase subunit h	0.0015	13	37
MSTRG.37604.1	Isochorismatase-like hydrolases	0.00091	9	119
MSTRG.37613.2	N-acetyl transferase, NAT	0.014	6	36
MSTRG.37613.2	N-acetyl transferase, NAT	0.014	93	193
MSTRG.37613.3	N-acetyl transferase, NAT	0.014	6	36
MSTRG.37613.3	N-acetyl transferase, NAT	0.014	93	193
MSTRG.37613.4	N-acetyl transferase, NAT	0.014	6	36
MSTRG.37613.4	N-acetyl transferase, NAT	0.014	93	193
MSTRG.37613.5	N-acetyl transferase, NAT	0.014	6	36
MSTRG.37613.5	N-acetyl transferase, NAT	0.014	93	193
MSTRG.37613.6	N-acetyl transferase, NAT	0.014	6	36
MSTRG.37613.6	N-acetyl transferase, NAT	0.014	93	193
MSTRG.37616.4	Classic zinc finger, C2H2	0.0068	45	96
MSTRG.37616.4	Classic zinc finger, C2H2	0.033	82	125
MSTRG.37626.1	Classic zinc finger, C2H2	0.02	128	172
MSTRG.37626.1	Classic zinc finger, C2H2	0.008	90	142
MSTRG.37626.2	Classic zinc finger, C2H2	0.02	128	172
MSTRG.37626.2	Classic zinc finger, C2H2	0.008	90	142
MSTRG.37628.10	Canonical RBD	4.1e-06	47	143
MSTRG.37629.3	ENTH domain	1.91e-07	3	144
MSTRG.37629.4	ENTH domain	1.91e-07	3	144
MSTRG.37629.7	ENTH domain	1.91e-07	3	144
MSTRG.37638.2	Classic zinc finger, C2H2	0.0078	198	263
MSTRG.37638.2	SCAN domain	9.67e-05	20	105
MSTRG.37638.2	Classic zinc finger, C2H2	0.0038	252	304
MSTRG.37640.1	KRAB domain (Kruppel-associated box)	0.0012	10	56
MSTRG.37642.3	Classic zinc finger, C2H2	0.0047	443	500
MSTRG.37642.3	Classic zinc finger, C2H2	0.0041	303	360
MSTRG.37642.3	Classic zinc finger, C2H2	0.0033	247	304
MSTRG.37642.3	Classic zinc finger, C2H2	0.005	387	444
MSTRG.37642.3	Classic zinc finger, C2H2	0.0032	210	261
MSTRG.37642.3	Classic zinc finger, C2H2	0.006	485	537
MSTRG.37642.3	KRAB domain (Kruppel-associated box)	0.0013	2	61
MSTRG.37646.2	KRAB domain (Kruppel-associated box)	0.0012	8	69
MSTRG.37646.4	Classic zinc finger, C2H2	0.0078	453	511
MSTRG.37646.4	Classic zinc finger, C2H2	0.0034	410	466
MSTRG.37646.4	Classic zinc finger, C2H2	0.0068	297	354
MSTRG.37646.4	Classic zinc finger, C2H2	0.0046	353	410
MSTRG.37646.4	Classic zinc finger, C2H2	0.009	241	298
MSTRG.37646.4	Classic zinc finger, C2H2	0.0034	201	251
MSTRG.37646.4	KRAB domain (Kruppel-associated box)	0.0012	8	69
MSTRG.37647.1	KRAB domain (Kruppel-associated box)	0.0013	98	158
MSTRG.3765.1	RWD domain	0.018	1	24
MSTRG.3765.4	RWD domain	0.0033	1	114
MSTRG.3765.5	RWD domain	0.018	1	24
MSTRG.37650.1	Classic zinc finger, C2H2	0.022	515	566
MSTRG.37650.1	Classic zinc finger, C2H2	0.011	1090	1113
MSTRG.37650.1	Classic zinc finger, C2H2	0.011	1142	1169
MSTRG.37650.1	Classic zinc finger, C2H2	0.014	324	400
MSTRG.37650.1	Classic zinc finger, C2H2	0.024	1210	1231
MSTRG.37650.1	Classic zinc finger, C2H2	0.024	1261	1285
MSTRG.37650.1	Classic zinc finger, C2H2	0.03	1487	1510
MSTRG.37650.1	Classic zinc finger, C2H2	0.03	1542	1569
MSTRG.37650.1	Classic zinc finger, C2H2	0.033	427	458
MSTRG.37650.1	Classic zinc finger, C2H2	0.013	844	877
MSTRG.37651.11	Ubiquitin carboxyl-terminal hydrolase, UCH	0.0011	177	436
MSTRG.37651.11	Ubiquitin carboxyl-terminal hydrolase, UCH	0.0011	646	710
MSTRG.37651.2	Ubiquitin carboxyl-terminal hydrolase, UCH	0.0011	290	549
MSTRG.37651.2	Ubiquitin carboxyl-terminal hydrolase, UCH	0.0011	759	823
MSTRG.37666.2	Classic zinc finger, C2H2	0.0044	131	188
MSTRG.37666.2	Classic zinc finger, C2H2	0.0049	176	234
MSTRG.37667.4	L-arabinose binding protein-like	0.036	11	86
MSTRG.37668.1	Clc chloride channel	2e-04	52	282
MSTRG.37668.1	Clc chloride channel	2e-04	317	462
MSTRG.37668.1	CBS-domain pair	1.11e-06	461	622
MSTRG.37668.3	Clc chloride channel	9.36e-05	43	90
MSTRG.37668.3	Clc chloride channel	9.36e-05	130	394
MSTRG.37668.3	Clc chloride channel	9.36e-05	429	578
MSTRG.37668.3	CBS-domain pair	1.11e-06	577	738
MSTRG.37668.4	Clc chloride channel	9.36e-05	2	30
MSTRG.37668.4	Clc chloride channel	9.36e-05	70	334
MSTRG.37668.4	Clc chloride channel	9.36e-05	369	518
MSTRG.37668.4	CBS-domain pair	1.11e-06	517	678
MSTRG.37690.2	Classic zinc finger, C2H2	0.017	292	340
MSTRG.37690.2	Classic zinc finger, C2H2	0.0041	473	530
MSTRG.37690.2	Classic zinc finger, C2H2	0.0059	529	586
MSTRG.37690.2	Classic zinc finger, C2H2	0.0052	697	754
MSTRG.37690.2	Classic zinc finger, C2H2	0.0073	417	474
MSTRG.37690.2	Classic zinc finger, C2H2	0.0057	585	640
MSTRG.37690.2	Classic zinc finger, C2H2	0.0043	643	698
MSTRG.37690.2	Classic zinc finger, C2H2	0.022	364	418
MSTRG.37690.2	Classic zinc finger, C2H2	0.0071	743	795
MSTRG.37690.2	KRAB domain (Kruppel-associated box)	0.0012	58	119
MSTRG.37691.13	Classic zinc finger, C2H2	0.0059	276	333
MSTRG.37691.13	Classic zinc finger, C2H2	0.0044	332	389
MSTRG.37691.13	Classic zinc finger, C2H2	0.0039	220	277
MSTRG.37691.13	Classic zinc finger, C2H2	0.0059	388	445
MSTRG.37691.13	Classic zinc finger, C2H2	0.0039	178	230
MSTRG.37691.13	Classic zinc finger, C2H2	0.0073	430	482
MSTRG.37691.13	Classic zinc finger, C2H2	0.0091	461	519
MSTRG.37691.2	SCAN domain	8.5e-05	396	484
MSTRG.37691.2	Classic zinc finger, C2H2	0.01	772	800
MSTRG.37691.3	Classic zinc finger, C2H2	0.0042	210	262
MSTRG.37691.3	Classic zinc finger, C2H2	0.0039	173	221
MSTRG.37691.9	Classic zinc finger, C2H2	0.0059	276	333
MSTRG.37691.9	Classic zinc finger, C2H2	0.0044	332	389
MSTRG.37691.9	Classic zinc finger, C2H2	0.0039	220	277
MSTRG.37691.9	Classic zinc finger, C2H2	0.0059	388	445
MSTRG.37691.9	Classic zinc finger, C2H2	0.0039	178	230
MSTRG.37691.9	Classic zinc finger, C2H2	0.0073	430	482
MSTRG.37691.9	Classic zinc finger, C2H2	0.0091	461	519
MSTRG.37695.3	KRAB domain (Kruppel-associated box)	0.0011	12	60
MSTRG.37699.4	Classic zinc finger, C2H2	0.0024	334	391
MSTRG.37699.4	Classic zinc finger, C2H2	0.0054	390	447
MSTRG.37699.4	Classic zinc finger, C2H2	0.0044	278	335
MSTRG.37699.4	Classic zinc finger, C2H2	0.0033	432	484
MSTRG.37699.4	SCAN domain	3.27e-05	43	132
MSTRG.37714.2	Classic zinc finger, C2H2	0.026	448	504
MSTRG.37714.2	Classic zinc finger, C2H2	0.0073	412	462
MSTRG.37714.2	BTB/POZ domain	0.0029	8	123
MSTRG.37716.1	UBC-related	4.17e-08	10	180
MSTRG.37716.2	UBC-related	9.93e-08	3	150
MSTRG.37720.5	ATP-dependent DNA ligase DNA-binding domain	2.64e-10	278	547
MSTRG.37747.2	G proteins	0.023	53	305
MSTRG.3775.3	NAP-like	5.82e-06	155	351
MSTRG.3775.5	NAP-like	0.00052	191	270
MSTRG.3776.6	5' nucleotidase-like	0.0042	2	185
MSTRG.37761.1	Tetratricopeptide repeat (TPR)	5.82e-06	9	293
MSTRG.37761.4	Tetratricopeptide repeat (TPR)	0.00014	9	188
MSTRG.37765.1	Homeodomain	0.00026	248	320
MSTRG.37765.2	Homeodomain	0.00026	265	337
MSTRG.37765.3	Homeodomain	0.00026	265	337
MSTRG.37765.5	Homeodomain	0.00026	248	320
MSTRG.37773.3	Ubiquitin activating enzymes (UBA)	0.053	16	39
MSTRG.37783.1	BCR-homology GTPase activation domain (BH-domain)	2.84e-05	1243	1436
MSTRG.37783.1	G proteins	0.0089	29	44
MSTRG.37783.1	G proteins	0.0089	129	252
MSTRG.37783.1	FF domain	0.0055	427	490
MSTRG.37799.3	Proton glutamate symport protein	0.00012	11	199
MSTRG.37809.1	Calmodulin-like	6.73e-07	2	147
MSTRG.37817.3	Tetratricopeptide repeat (TPR)	3.68e-07	26	155
MSTRG.37819.3	Hypoxia-inducible factor Hif2a, C-terminal domain	0.047	93	146
MSTRG.37819.3	Hypoxia-inducible factor Hif2a, C-terminal domain	0.00097	241	292
MSTRG.37819.3	HLH, helix-loop-helix DNA-binding domain	0.0091	13	71
MSTRG.37830.1	MHC antigen-recognition domain	0.00012	49	226
MSTRG.37830.1	C1 set domains (antibody constant domain-like)	0.0025	230	312
MSTRG.37830.2	MHC antigen-recognition domain	0.00012	33	211
MSTRG.37830.2	C1 set domains (antibody constant domain-like)	0.0025	215	297
MSTRG.37843.2	Pumilio repeat	0.091	53	328
MSTRG.37843.2	Pumilio repeat	0.091	699	914
MSTRG.37843.3	Pumilio repeat	0.091	50	328
MSTRG.37843.3	Pumilio repeat	0.091	699	914
MSTRG.37843.4	Pumilio repeat	0.091	53	328
MSTRG.37843.4	Pumilio repeat	0.091	699	914
MSTRG.37847.1	Protein kinases, catalytic subunit	2.24e-06	49	378
MSTRG.37847.2	Protein kinases, catalytic subunit	0.0043	48	112
MSTRG.37847.4	Protein kinases, catalytic subunit	2.24e-06	49	378
MSTRG.37847.5	Protein kinases, catalytic subunit	2.24e-06	49	384
MSTRG.37847.6	Protein kinases, catalytic subunit	2.24e-06	49	378
MSTRG.37855.1	Quinoprotein alcohol dehydrogenase-like	0.017	243	661
MSTRG.37855.2	Quinoprotein alcohol dehydrogenase-like	0.017	244	662
MSTRG.37855.7	Quinoprotein alcohol dehydrogenase-like	0.028	32	186
MSTRG.37855.7	Quinoprotein alcohol dehydrogenase-like	0.028	251	317
MSTRG.37855.7	Quinoprotein alcohol dehydrogenase-like	0.028	357	524
MSTRG.37855.7	Quinoprotein alcohol dehydrogenase-like	0.033	486	530
MSTRG.37855.7	Quinoprotein alcohol dehydrogenase-like	0.033	557	633
MSTRG.37859.1	Enabled/VASP homology 1 domain (EVH1 domain)	1.38e-06	1	114
MSTRG.37859.1	Vasodilator-stimulated phosphoprotein, VASP, tetramerisation domain	0.00036	333	372
MSTRG.37859.3	Enabled/VASP homology 1 domain (EVH1 domain)	1.38e-06	1	114
MSTRG.37880.1	TRAPP components	0.033	4	158
MSTRG.3789.2	Histone deacetylase, HDAC	3.22e-08	10	374
MSTRG.37890.3	Apolipoprotein A-I	0.00086	73	290
MSTRG.37913.4	KRAB domain (Kruppel-associated box)	0.0017	2	48
MSTRG.37919.1	Classic zinc finger, C2H2	0.0086	581	633
MSTRG.37919.1	Classic zinc finger, C2H2	0.0053	540	596
MSTRG.37919.1	Classic zinc finger, C2H2	0.0093	430	486
MSTRG.37919.1	Classic zinc finger, C2H2	0.0056	318	374
MSTRG.37919.1	Classic zinc finger, C2H2	0.0055	374	430
MSTRG.37919.1	Classic zinc finger, C2H2	0.0071	488	540
MSTRG.37919.1	Classic zinc finger, C2H2	0.0065	279	331
MSTRG.37919.1	KRAB domain (Kruppel-associated box)	0.0015	2	51
MSTRG.37924.1	KRAB domain (Kruppel-associated box)	0.0016	1	44
MSTRG.37924.16	KRAB domain (Kruppel-associated box)	0.0016	2	49
MSTRG.37924.17	KRAB domain (Kruppel-associated box)	0.0016	2	49
MSTRG.37924.18	KRAB domain (Kruppel-associated box)	0.0016	2	49
MSTRG.37924.3	KRAB domain (Kruppel-associated box)	0.0016	1	44
MSTRG.37932.1	I set domains	0.069	27	128
MSTRG.37932.1	I set domains	0.009	217	311
MSTRG.37932.1	I set domains	0.094	124	224
MSTRG.37955.1	Phosphate binding protein-like	3.09e-05	1	97
MSTRG.37955.6	L-arabinose binding protein-like	0.012	33	228
MSTRG.37964.1	DEATH effector domain, DED	0.011	24	104
MSTRG.37967.3	Protein kinases, catalytic subunit	5.94e-10	1	274
MSTRG.37969.7	HMG-box	0.00051	191	270
MSTRG.37980.1	V set domains (antibody variable domain-like)	1.89e-06	36	140
MSTRG.37980.1	I set domains	1.49e-05	149	236
MSTRG.37995.1	Fibronectin type III	0.0019	218	415
MSTRG.37995.1	I set domains	0.00056	133	218
MSTRG.37995.1	V set domains (antibody variable domain-like)	0.057	26	122
MSTRG.37995.1	Protein kinases, catalytic subunit	0.0017	512	586
MSTRG.37995.1	Protein kinases, catalytic subunit	0.0017	706	740
MSTRG.38009.1	G proteins	8.59e-08	4	184
MSTRG.38009.2	G proteins	0.0021	2	49
MSTRG.38010.1	Canonical RBD	1.88e-05	11	93
MSTRG.38010.2	Canonical RBD	1.88e-05	11	93
MSTRG.38018.1	Tetramerization domain of potassium channels	0.0014	19	113
MSTRG.38018.1	WD40-repeat	0.042	254	458
MSTRG.38018.1	WD40-repeat	0.042	526	580
MSTRG.38035.1	Phospholipase D	0.073	264	476
MSTRG.38035.1	Nuclease	0.012	65	255
MSTRG.38035.2	Phospholipase D	0.073	264	476
MSTRG.38035.2	Nuclease	0.012	65	255
MSTRG.3804.3	SH3-domain	3.13e-05	69	149
MSTRG.38040.14	Protein kinases, catalytic subunit	1.87e-11	147	456
MSTRG.38040.14	Pleckstrin-homology domain (PH domain)	9.27e-07	2	112
MSTRG.38040.17	Protein kinases, catalytic subunit	1.67e-11	147	460
MSTRG.38040.17	Pleckstrin-homology domain (PH domain)	9.27e-07	2	112
MSTRG.38040.3	Protein kinases, catalytic subunit	1.87e-11	147	456
MSTRG.38040.3	Pleckstrin-homology domain (PH domain)	9.27e-07	2	112
MSTRG.38040.7	Protein kinases, catalytic subunit	1.87e-11	147	456
MSTRG.38040.7	Pleckstrin-homology domain (PH domain)	9.27e-07	2	112
MSTRG.38040.9	Protein kinases, catalytic subunit	1.87e-11	147	456
MSTRG.38040.9	Pleckstrin-homology domain (PH domain)	9.27e-07	2	112
MSTRG.38043.3	Protein kinases, catalytic subunit	0.00014	86	287
MSTRG.38043.3	SH3-domain	0.00072	15	90
MSTRG.38045.1	Classic zinc finger, C2H2	0.0044	171	223
MSTRG.38045.1	Classic zinc finger, C2H2	0.0072	601	658
MSTRG.38045.1	Classic zinc finger, C2H2	0.0065	434	490
MSTRG.38045.1	Classic zinc finger, C2H2	0.0075	265	322
MSTRG.38045.1	Classic zinc finger, C2H2	0.011	545	602
MSTRG.38045.1	Classic zinc finger, C2H2	0.01	321	378
MSTRG.38045.1	Classic zinc finger, C2H2	0.013	209	266
MSTRG.38045.1	Classic zinc finger, C2H2	0.0087	489	546
MSTRG.38045.1	Classic zinc finger, C2H2	0.015	377	434
MSTRG.38045.1	Classic zinc finger, C2H2	0.0095	643	695
MSTRG.38045.1	KRAB domain (Kruppel-associated box)	0.0011	10	70
MSTRG.38045.2	Classic zinc finger, C2H2	0.0044	171	223
MSTRG.38045.2	Classic zinc finger, C2H2	0.0072	601	658
MSTRG.38045.2	Classic zinc finger, C2H2	0.0065	434	490
MSTRG.38045.2	Classic zinc finger, C2H2	0.0075	265	322
MSTRG.38045.2	Classic zinc finger, C2H2	0.011	545	602
MSTRG.38045.2	Classic zinc finger, C2H2	0.01	321	378
MSTRG.38045.2	Classic zinc finger, C2H2	0.013	209	266
MSTRG.38045.2	Classic zinc finger, C2H2	0.0087	489	546
MSTRG.38045.2	Classic zinc finger, C2H2	0.015	377	434
MSTRG.38045.2	Classic zinc finger, C2H2	0.0095	643	695
MSTRG.38045.2	KRAB domain (Kruppel-associated box)	0.0011	10	70
MSTRG.38045.4	KRAB domain (Kruppel-associated box)	0.0011	10	70
MSTRG.38045.8	KRAB domain (Kruppel-associated box)	0.00098	10	63
MSTRG.38047.1	Classic zinc finger, C2H2	0.0043	433	490
MSTRG.38047.1	Classic zinc finger, C2H2	0.0049	266	322
MSTRG.38047.1	Classic zinc finger, C2H2	0.012	321	378
MSTRG.38047.1	Classic zinc finger, C2H2	0.01	490	546
MSTRG.38047.1	Classic zinc finger, C2H2	0.0066	574	630
MSTRG.38047.1	Classic zinc finger, C2H2	0.011	378	434
MSTRG.38047.1	Classic zinc finger, C2H2	0.011	209	266
MSTRG.38047.1	Classic zinc finger, C2H2	0.0061	171	223
MSTRG.38047.1	Classic zinc finger, C2H2	0.0094	619	671
MSTRG.38047.1	Classic zinc finger, C2H2	0.024	536	568
MSTRG.38047.1	KRAB domain (Kruppel-associated box)	0.0011	10	70
MSTRG.38058.3	Classic zinc finger, C2H2	0.0071	697	749
MSTRG.38058.3	Classic zinc finger, C2H2	0.017	753	801
MSTRG.38058.3	Classic zinc finger, C2H2	0.006	431	488
MSTRG.38058.3	Classic zinc finger, C2H2	0.006	263	320
MSTRG.38058.3	Classic zinc finger, C2H2	0.01	320	376
MSTRG.38058.3	Classic zinc finger, C2H2	0.007	207	264
MSTRG.38058.3	Classic zinc finger, C2H2	0.0064	543	600
MSTRG.38058.3	Classic zinc finger, C2H2	0.0095	488	544
MSTRG.38058.3	Classic zinc finger, C2H2	0.0088	655	712
MSTRG.38058.3	Classic zinc finger, C2H2	0.01	600	656
MSTRG.38058.3	Classic zinc finger, C2H2	0.011	376	432
MSTRG.38058.3	Classic zinc finger, C2H2	0.0044	169	221
MSTRG.38058.3	KRAB domain (Kruppel-associated box)	0.0011	10	70
MSTRG.38059.3	Classic zinc finger, C2H2	0.0059	489	546
MSTRG.38059.3	Classic zinc finger, C2H2	0.0068	208	265
MSTRG.38059.3	Classic zinc finger, C2H2	0.011	406	462
MSTRG.38059.3	Classic zinc finger, C2H2	0.0091	574	630
MSTRG.38059.3	Classic zinc finger, C2H2	0.011	349	406
MSTRG.38059.3	Classic zinc finger, C2H2	0.0095	264	322
MSTRG.38059.3	Classic zinc finger, C2H2	0.0032	619	671
MSTRG.38059.3	Classic zinc finger, C2H2	0.0029	172	222
MSTRG.38059.3	Classic zinc finger, C2H2	0.011	536	568
MSTRG.38059.3	Classic zinc finger, C2H2	0.011	452	484
MSTRG.38059.3	Classic zinc finger, C2H2	0.018	313	344
MSTRG.38059.3	KRAB domain (Kruppel-associated box)	0.0011	10	70
MSTRG.38062.2	Extended AAA-ATPase domain	8.21e-05	155	296
MSTRG.38066.1	Fibrillarin homologue	4.08e-06	93	320
MSTRG.38076.1	SPT5 KOW domain-like	7.5e-05	456	516
MSTRG.38091.2	Ngr ectodomain-like	0.037	39	302
MSTRG.38091.2	I set domains	0.016	297	396
MSTRG.38091.2	Fibronectin type III	0.0035	428	502
MSTRG.38106.1	F-box associated region, FBA	1e-04	98	235
MSTRG.38106.1	F-box domain	0.0023	11	73
MSTRG.38106.2	F-box associated region, FBA	1e-04	98	235
MSTRG.38106.2	F-box domain	0.0023	11	73
MSTRG.38109.1	Cold shock DNA-binding domain-like	0.00014	43	139
MSTRG.38109.2	Cold shock DNA-binding domain-like	0.00014	43	139
MSTRG.38110.2	Seryl-tRNA synthetase (SerRS)	0.0093	57	179
MSTRG.38110.3	Seryl-tRNA synthetase (SerRS)	0.0093	57	179
MSTRG.38110.5	Seryl-tRNA synthetase (SerRS)	0.0093	57	179
MSTRG.38110.5	Class II aminoacyl-tRNA synthetase (aaRS)-like, catalytic domain	0.0015	180	255
MSTRG.38116.2	Canonical RBD	0.00077	1	55
MSTRG.38116.2	Canonical RBD	0.00037	66	158
MSTRG.38116.6	Canonical RBD	0.00077	1	55
MSTRG.38116.6	Canonical RBD	0.00037	66	158
MSTRG.38116.9	Canonical RBD	6.21e-05	54	154
MSTRG.38116.9	Canonical RBD	0.00037	165	257
MSTRG.38119.1	Galectin (animal S-lectin)	7.22e-05	11	152
MSTRG.38129.1	Spectrin repeat	6.1e-07	287	409
MSTRG.38129.1	Spectrin repeat	5.38e-06	523	641
MSTRG.38129.1	Calponin-homology domain, CH-domain	1.46e-05	40	269
MSTRG.38129.1	Spectrin repeat	3.3e-06	410	518
MSTRG.38129.1	Spectrin repeat	3.13e-06	647	759
MSTRG.38129.1	EF-hand modules in multidomain proteins	0.012	752	899
MSTRG.38129.5	Calponin-homology domain, CH-domain	1.69e-05	34	267
MSTRG.38131.1	Eukaryotic translation initiation factor 3 subunit 12, eIF3k, N-terminal domain	0.00015	3	53
MSTRG.38131.2	Eukaryotic translation initiation factor 3 subunit 12, eIF3k, N-terminal domain	2.8e-07	3	130
MSTRG.38131.2	Eukaryotic translation initiation factor 3 subunit 12, eIF3k, C-terminal domain	1.16e-05	132	210
MSTRG.38143.1	Enabled/VASP homology 1 domain (EVH1 domain)	0.00083	2	60
MSTRG.38151.1	Small Kunitz-type inhibitors & BPTI-like toxins	0.0024	71	128
MSTRG.38151.2	Small Kunitz-type inhibitors & BPTI-like toxins	0.003	34	90
MSTRG.38154.7	PHD domain	0.0055	241	307
MSTRG.38154.7	PHD domain	0.035	196	254
MSTRG.38154.7	Classic zinc finger, C2H2	0.015	137	166
MSTRG.38170.1	KRAB domain (Kruppel-associated box)	0.0017	9	58
MSTRG.38173.2	Classic zinc finger, C2H2	0.0046	265	317
MSTRG.38173.2	Classic zinc finger, C2H2	0.0035	489	541
MSTRG.38173.2	Classic zinc finger, C2H2	0.014	234	271
MSTRG.38173.2	Classic zinc finger, C2H2	0.0062	447	504
MSTRG.38173.2	Classic zinc finger, C2H2	0.0066	391	448
MSTRG.38173.2	Classic zinc finger, C2H2	0.0054	335	392
MSTRG.38173.2	Classic zinc finger, C2H2	0.0053	185	237
MSTRG.38173.2	KRAB domain (Kruppel-associated box)	0.002	16	77
MSTRG.38173.3	Classic zinc finger, C2H2	0.0046	264	316
MSTRG.38173.3	Classic zinc finger, C2H2	0.0035	488	540
MSTRG.38173.3	Classic zinc finger, C2H2	0.014	233	270
MSTRG.38173.3	Classic zinc finger, C2H2	0.0062	446	503
MSTRG.38173.3	Classic zinc finger, C2H2	0.0066	390	447
MSTRG.38173.3	Classic zinc finger, C2H2	0.0054	334	391
MSTRG.38173.3	Classic zinc finger, C2H2	0.0046	184	236
MSTRG.38173.3	KRAB domain (Kruppel-associated box)	0.0018	16	76
MSTRG.38173.4	Classic zinc finger, C2H2	0.0046	264	316
MSTRG.38173.4	Classic zinc finger, C2H2	0.0035	488	540
MSTRG.38173.4	Classic zinc finger, C2H2	0.014	233	270
MSTRG.38173.4	Classic zinc finger, C2H2	0.0062	446	503
MSTRG.38173.4	Classic zinc finger, C2H2	0.0066	390	447
MSTRG.38173.4	Classic zinc finger, C2H2	0.0054	334	391
MSTRG.38173.4	Classic zinc finger, C2H2	0.0046	184	236
MSTRG.38173.4	KRAB domain (Kruppel-associated box)	0.0018	16	76
MSTRG.38176.1	Classic zinc finger, C2H2	0.0032	316	373
MSTRG.38176.1	Classic zinc finger, C2H2	0.0066	260	317
MSTRG.38176.1	Classic zinc finger, C2H2	0.013	456	513
MSTRG.38176.1	Classic zinc finger, C2H2	0.01	621	677
MSTRG.38176.1	Classic zinc finger, C2H2	0.018	400	457
MSTRG.38176.1	Classic zinc finger, C2H2	0.02	177	233
MSTRG.38176.1	Classic zinc finger, C2H2	0.0057	662	714
MSTRG.38176.1	Classic zinc finger, C2H2	0.0049	498	550
MSTRG.38176.1	Classic zinc finger, C2H2	0.0079	222	274
